"","datetime","rainfall","temperature","humidity"
"203","09/01/2021 10:00",0,5.1,64
"204","09/01/2021 11:00",0,5.7,64
"205","09/01/2021 12:00",0,6.1,64
"206","09/01/2021 13:00",0,6,65
"207","09/01/2021 14:00",0,5.9,65
"208","09/01/2021 15:00",0,5.7,68
"209","09/01/2021 16:00",0,5.6,67
"210","09/01/2021 17:00",0,5.6,67
"211","09/01/2021 18:00",0,5.6,67
"212","09/01/2021 19:00",0,5.5,65
"213","09/01/2021 20:00",0,5.5,66
"214","09/01/2021 21:00",0,5.4,63
"215","09/01/2021 22:00",0,5.3,65
"216","09/01/2021 23:00",0,5.1,64
"217","10/01/2021 00:00",0,5.2,66
"218","10/01/2021 01:00",0,5.2,67
"219","10/01/2021 02:00",0,5,65
"220","10/01/2021 03:00",0,5.3,65
"221","10/01/2021 04:00",0,5.3,65
"222","10/01/2021 05:00",0,5.3,64
"223","10/01/2021 06:00",0,5.1,65
"224","10/01/2021 07:00",0,5,61
"225","10/01/2021 08:00",0,4.9,61
"226","10/01/2021 09:00",0,5,61
"227","10/01/2021 10:00",0,5.2,64
"228","10/01/2021 11:00",0,5.6,64
"229","10/01/2021 12:00",0,5.3,62
"230","10/01/2021 13:00",0,4.9,69
"231","10/01/2021 14:00",0,4.9,70
"232","10/01/2021 15:00",0,4.8,69
"233","10/01/2021 16:00",0,4.7,65
"234","10/01/2021 17:00",0,4.5,60
"235","10/01/2021 18:00",0,4.8,62
"236","10/01/2021 19:00",0,4.7,66
"237","10/01/2021 20:00",0.1,4.5,63
"238","10/01/2021 21:00",0,4.3,63
"239","10/01/2021 22:00",0,4.2,61
"240","10/01/2021 23:00",0,4.3,63
"241","11/01/2021 00:00",0,4.2,61
"242","11/01/2021 01:00",0,4.5,57
"243","11/01/2021 02:00",0,4.4,55
"244","11/01/2021 03:00",0,4.2,56
"245","11/01/2021 04:00",0,3.8,58
"246","11/01/2021 05:00",0,3.6,58
"247","11/01/2021 06:00",0,3.7,60
"248","11/01/2021 07:00",0,3.5,62
"249","11/01/2021 08:00",0,3.3,63
"250","11/01/2021 09:00",0,3.3,64
"251","11/01/2021 10:00",0,3.7,62
"252","11/01/2021 11:00",0,4.3,59
"253","11/01/2021 12:00",0,4.4,57
"254","11/01/2021 13:00",0,4.6,57
"255","11/01/2021 14:00",0,4.6,57
"256","11/01/2021 15:00",0,4.7,52
"257","11/01/2021 16:00",0,4.8,54
"258","11/01/2021 17:00",0,4.6,55
"259","11/01/2021 18:00",0,4.3,47
"260","11/01/2021 19:00",0,4.5,45
"261","11/01/2021 20:00",0,4.3,45
"262","11/01/2021 21:00",0,3.3,46
"263","11/01/2021 22:00",0,3.2,48
"264","11/01/2021 23:00",0,3.1,53
"265","12/01/2021 00:00",0,2.8,58
"266","12/01/2021 01:00",0,3.5,56
"267","12/01/2021 02:00",0,3.5,57
"268","12/01/2021 03:00",0,3.4,54
"269","12/01/2021 04:00",0,2.4,55
"270","12/01/2021 05:00",0,3.1,59
"271","12/01/2021 06:00",0,3.2,51
"272","12/01/2021 07:00",0,2.8,53
"273","12/01/2021 08:00",0,2.8,53
"274","12/01/2021 09:00",0,4.3,52
"275","12/01/2021 10:00",0,4.5,51
"276","12/01/2021 11:00",0,5.3,52
"277","12/01/2021 12:00",0,5.8,52
"278","12/01/2021 13:00",0,6,51
"279","12/01/2021 14:00",0,6.1,47
"280","12/01/2021 15:00",0,5.7,53
"281","12/01/2021 16:00",0,5.7,52
"282","12/01/2021 17:00",0,5.6,51
"283","12/01/2021 18:00",0,5.2,57
"284","12/01/2021 19:00",0,5.2,60
"285","12/01/2021 20:00",0,4.6,59
"286","12/01/2021 21:00",0,4.2,59
"287","12/01/2021 22:00",0,3.8,59
"288","12/01/2021 23:00",0,3.7,61
"289","13/01/2021 00:00",0,4.2,53
"290","13/01/2021 01:00",0,4.2,53
"291","13/01/2021 02:00",0,3.7,59
"292","13/01/2021 03:00",0,3.9,60
"293","13/01/2021 04:00",0,3.5,67
"294","13/01/2021 05:00",0,3.3,63
"295","13/01/2021 06:00",0,3.1,65
"296","13/01/2021 07:00",0,2.9,66
"297","13/01/2021 08:00",0,2.6,60
"298","13/01/2021 09:00",0,4.5,59
"299","13/01/2021 10:00",0,5.9,48
"300","13/01/2021 11:00",0,6.2,52
"301","13/01/2021 12:00",0,7.1,59
"302","13/01/2021 13:00",0,7.5,62
"303","13/01/2021 14:00",0,8.2,59
"304","13/01/2021 15:00",0,8.8,61
"305","13/01/2021 16:00",0,9.7,35
"306","13/01/2021 17:00",0,8.7,38
"307","13/01/2021 18:00",0,8.1,40
"308","13/01/2021 19:00",0,6.9,45
"309","13/01/2021 20:00",0,6.4,48
"310","13/01/2021 21:00",0,5.5,55
"311","13/01/2021 22:00",0,5.3,56
"312","13/01/2021 23:00",0,5,61
"313","14/01/2021 00:00",0,5.5,66
"314","14/01/2021 01:00",0,5.8,63
"315","14/01/2021 02:00",0,5.7,58
"316","14/01/2021 03:00",0,6,55
"317","14/01/2021 04:00",0,6.4,54
"318","14/01/2021 05:00",0,6.4,57
"319","14/01/2021 06:00",0,6.5,63
"320","14/01/2021 07:00",0,7.1,71
"321","14/01/2021 08:00",0,7,72
"322","14/01/2021 09:00",0,7.7,65
"323","14/01/2021 10:00",0,9,62
"324","14/01/2021 11:00",0,9.4,64
"325","14/01/2021 12:00",0,10,62
"326","14/01/2021 13:00",0,9.9,65
"327","14/01/2021 14:00",0,9.9,68
"328","14/01/2021 15:00",0,10.8,64
"329","14/01/2021 16:00",0,10.9,35
"330","14/01/2021 17:00",0,9.7,31
"331","14/01/2021 18:00",0,9.3,34
"332","14/01/2021 19:00",0,9.1,35
"333","14/01/2021 20:00",0,8.2,36
"334","14/01/2021 21:00",0,7.4,39
"335","14/01/2021 22:00",0,6.7,44
"336","14/01/2021 23:00",0,6.1,47
"337","15/01/2021 00:00",0,6.1,43
"338","15/01/2021 01:00",0,5.5,40
"339","15/01/2021 02:00",0,5.6,38
"340","15/01/2021 03:00",0,5.3,38
"341","15/01/2021 04:00",0,5,38
"342","15/01/2021 05:00",0,5.1,36
"343","15/01/2021 06:00",0,4.8,38
"344","15/01/2021 07:00",0,4.4,41
"345","15/01/2021 08:00",0,4.5,42
"346","15/01/2021 09:00",0,4.9,40
"347","15/01/2021 10:00",0,5,45
"348","15/01/2021 11:00",0,5.5,44
"349","15/01/2021 12:00",0,5.9,38
"350","15/01/2021 13:00",0,6.4,37
"351","15/01/2021 14:00",0,6.9,42
"352","15/01/2021 15:00",0,6.9,45
"353","15/01/2021 16:00",0,6.4,38
"354","15/01/2021 17:00",0,5.7,42
"355","15/01/2021 18:00",0,5,43
"356","15/01/2021 19:00",0,5,48
"357","15/01/2021 20:00",0,4.3,48
"358","15/01/2021 21:00",0,4.2,50
"359","15/01/2021 22:00",0,4.1,48
"360","15/01/2021 23:00",0,4.4,49
"361","16/01/2021 00:00",0,4.4,49
"362","16/01/2021 01:00",0,4.3,48
"363","16/01/2021 02:00",0,3.3,52
"364","16/01/2021 03:00",0,3.2,50
"365","16/01/2021 04:00",0,3.4,50
"366","16/01/2021 05:00",0,3,48
"367","16/01/2021 06:00",0,2.7,48
"368","16/01/2021 07:00",0,3.3,43
"369","16/01/2021 08:00",0,2.7,47
"370","16/01/2021 09:00",0,2.8,50
"371","16/01/2021 10:00",0,3.7,46
"372","16/01/2021 11:00",0,5,43
"373","16/01/2021 12:00",0,6.4,37
"374","16/01/2021 13:00",0,6,45
"375","16/01/2021 14:00",0,5.9,50
"376","16/01/2021 15:00",0,5.7,48
"377","16/01/2021 16:00",0,5.7,49
"378","16/01/2021 17:00",0,5.3,51
"379","16/01/2021 18:00",0,5.2,56
"380","16/01/2021 19:00",0,4.5,56
"381","16/01/2021 20:00",0,4.3,55
"382","16/01/2021 21:00",0,4.1,55
"383","16/01/2021 22:00",0,4.1,57
"384","16/01/2021 23:00",0,4.3,60
"385","17/01/2021 00:00",0,4.1,56
"386","17/01/2021 01:00",0,4.5,57
"387","17/01/2021 02:00",0,4.6,59
"388","17/01/2021 03:00",0,4.6,58
"389","17/01/2021 04:00",0,4.7,59
"390","17/01/2021 05:00",0,4.7,58
"391","17/01/2021 06:00",0,4.5,57
"392","17/01/2021 07:00",0,4.6,54
"393","17/01/2021 08:00",0,4.7,51
"394","17/01/2021 09:00",0,4.8,52
"395","17/01/2021 10:00",0,5.1,54
"396","17/01/2021 11:00",0,5.6,53
"397","17/01/2021 12:00",0,6.3,52
"398","17/01/2021 13:00",0,6.8,51
"399","17/01/2021 14:00",0,7,53
"400","17/01/2021 15:00",0,7.2,55
"401","17/01/2021 16:00",0,6.6,53
"402","17/01/2021 17:00",0,5.4,53
"403","17/01/2021 18:00",0,4.8,57
"404","17/01/2021 19:00",0,4.1,60
"405","17/01/2021 20:00",0,3.1,61
"406","17/01/2021 21:00",0,2.5,62
"407","17/01/2021 22:00",0,2.4,62
"408","17/01/2021 23:00",0,2.5,61
"409","18/01/2021 00:00",0,2,59
"410","18/01/2021 01:00",0,2,60
"411","18/01/2021 02:00",0,2,60
"412","18/01/2021 03:00",0,2.4,59
"413","18/01/2021 04:00",0,2.4,56
"414","18/01/2021 05:00",0,2.5,56
"415","18/01/2021 06:00",0,2.4,58
"416","18/01/2021 07:00",0,2.9,57
"417","18/01/2021 08:00",0,2.9,59
"418","18/01/2021 09:00",0,3.5,56
"419","18/01/2021 10:00",0,4.2,57
"420","18/01/2021 11:00",0,4.8,52
"421","18/01/2021 12:00",0,5.5,54
"422","18/01/2021 13:00",0,6.2,53
"423","18/01/2021 14:00",0,6.4,52
"424","18/01/2021 15:00",0,6.4,55
"425","18/01/2021 16:00",0,6.4,57
"426","18/01/2021 17:00",0,6.6,63
"427","18/01/2021 18:00",0,6,64
"428","18/01/2021 19:00",0,5,68
"429","18/01/2021 20:00",0,4.8,71
"430","18/01/2021 21:00",0,4.3,72
"431","18/01/2021 22:00",0,4.1,73
"432","18/01/2021 23:00",0,3.8,75
"433","19/01/2021 00:00",0,3.6,75
"434","19/01/2021 01:00",0,3.4,74
"435","19/01/2021 02:00",0,3,76
"436","19/01/2021 03:00",0,3.3,76
"437","19/01/2021 04:00",0,3.3,77
"438","19/01/2021 05:00",0,3.4,77
"439","19/01/2021 06:00",0,4.4,75
"440","19/01/2021 07:00",0,4.6,73
"441","19/01/2021 08:00",0,4.8,73
"442","19/01/2021 09:00",0,5,71
"443","19/01/2021 10:00",0,5.6,66
"444","19/01/2021 11:00",0,6.4,65
"445","19/01/2021 12:00",0,6.5,70
"446","19/01/2021 13:00",0,6.5,73
"447","19/01/2021 14:00",0,6.2,74
"448","19/01/2021 15:00",0,6.6,73
"449","19/01/2021 16:00",0,6.4,74
"450","19/01/2021 17:00",0,6.5,76
"451","19/01/2021 18:00",0,7.1,68
"452","19/01/2021 19:00",0,6.9,70
"453","19/01/2021 20:00",0,7,76
"454","19/01/2021 21:00",0,6.4,75
"455","19/01/2021 22:00",0,6.3,76
"456","19/01/2021 23:00",0,6.3,76
"457","20/01/2021 00:00",0,6.4,76
"458","20/01/2021 01:00",0,6.5,79
"459","20/01/2021 02:00",0,6.6,78
"460","20/01/2021 03:00",0,6.4,81
"461","20/01/2021 04:00",0,6.2,83
"462","20/01/2021 05:00",0,6.5,83
"463","20/01/2021 06:00",0,6.3,85
"464","20/01/2021 07:00",0,7.1,82
"465","20/01/2021 08:00",0,6.7,84
"466","20/01/2021 09:00",0,6.8,85
"467","20/01/2021 10:00",0,6.8,86
"468","20/01/2021 11:00",0,7.2,85
"469","20/01/2021 12:00",0,7.4,84
"470","20/01/2021 13:00",0,7.6,85
"471","20/01/2021 14:00",0,7.9,84
"472","20/01/2021 15:00",0,8,84
"473","20/01/2021 16:00",0,8,85
"474","20/01/2021 17:00",0,8.1,85
"475","20/01/2021 18:00",0,8.2,84
"476","20/01/2021 19:00",0,8.1,83
"477","20/01/2021 20:00",0,7.9,87
"478","20/01/2021 21:00",0,7.7,86
"479","20/01/2021 22:00",0,7.8,86
"480","20/01/2021 23:00",0,7.8,87
"481","21/01/2021 00:00",0,7.5,89
"482","21/01/2021 01:00",0,7.4,90
"483","21/01/2021 02:00",0,7.4,90
"484","21/01/2021 03:00",0,7.2,90
"485","21/01/2021 04:00",0,7.1,91
"486","21/01/2021 05:00",0,8,90
"487","21/01/2021 06:00",0,7.8,90
"488","21/01/2021 07:00",0,7.9,91
"489","21/01/2021 08:00",0,8,91
"490","21/01/2021 09:00",0,8.7,90
"491","21/01/2021 10:00",0,8.8,89
"492","21/01/2021 11:00",0,9.1,88
"493","21/01/2021 12:00",0,9.6,91
"494","21/01/2021 13:00",0.1,9.6,90
"495","21/01/2021 14:00",0,9.9,88
"496","21/01/2021 15:00",0,9.9,88
"497","21/01/2021 16:00",0,10.1,88
"498","21/01/2021 17:00",0,9.8,90
"499","21/01/2021 18:00",0,10,90
"500","21/01/2021 19:00",0.2,9.8,90
"501","21/01/2021 20:00",0.1,9.6,91
"502","21/01/2021 21:00",0.6,9.6,94
"503","21/01/2021 22:00",0,10.1,91
"504","21/01/2021 23:00",0.1,10.3,95
"505","22/01/2021 00:00",0,10.3,94
"506","22/01/2021 01:00",0,10.1,95
"507","22/01/2021 02:00",0,9.8,96
"508","22/01/2021 03:00",0,12.1,81
"509","22/01/2021 04:00",0,14.5,57
"510","22/01/2021 05:00",0.4,12.9,67
"511","22/01/2021 06:00",1.2,11.7,79
"512","22/01/2021 07:00",0,12.7,73
"513","22/01/2021 08:00",0,12.8,72
"514","22/01/2021 09:00",0,12.9,73
"515","22/01/2021 10:00",0,12.1,81
"516","22/01/2021 11:00",0,11.7,85
"517","22/01/2021 12:00",0,10.9,87
"518","22/01/2021 13:00",0.1,10.7,90
"519","22/01/2021 14:00",0,11.7,88
"520","22/01/2021 15:00",0.1,14.6,66
"521","22/01/2021 16:00",0.3,13.2,78
"522","22/01/2021 17:00",0.4,13,82
"523","22/01/2021 18:00",0.1,13,78
"524","22/01/2021 19:00",0,13.3,76
"525","22/01/2021 20:00",0.1,13.4,79
"526","22/01/2021 21:00",0.4,13.3,82
"527","22/01/2021 22:00",1,13.2,83
"528","22/01/2021 23:00",0.4,13,83
"529","23/01/2021 00:00",2,12.7,84
"530","23/01/2021 01:00",1.5,12.4,86
"531","23/01/2021 02:00",0,13,75
"532","23/01/2021 03:00",0,12.7,73
"533","23/01/2021 04:00",0,12.3,76
"534","23/01/2021 05:00",0,12.6,77
"535","23/01/2021 06:00",0,12.7,75
"536","23/01/2021 07:00",0,12.7,72
"537","23/01/2021 08:00",0,12.2,77
"538","23/01/2021 09:00",0.5,11.9,77
"539","23/01/2021 10:00",0.4,9.8,87
"540","23/01/2021 11:00",1.3,9.7,85
"541","23/01/2021 12:00",0,11.2,82
"542","23/01/2021 13:00",0,11.3,61
"543","23/01/2021 14:00",0,10,74
"544","23/01/2021 15:00",1.7,8.6,86
"545","23/01/2021 16:00",2.4,8.4,83
"546","23/01/2021 17:00",0.7,8.3,84
"547","23/01/2021 18:00",0.2,8.3,87
"548","23/01/2021 19:00",0,8.3,84
"549","23/01/2021 20:00",0,8,85
"550","23/01/2021 21:00",0,8.3,83
"551","23/01/2021 22:00",0,8.2,86
"552","23/01/2021 23:00",0,7.9,85
"553","24/01/2021 00:00",0,7.9,83
"554","24/01/2021 01:00",0,8.1,80
"555","24/01/2021 02:00",0.1,8.1,82
"556","24/01/2021 03:00",0,8,84
"557","24/01/2021 04:00",0,8,82
"558","24/01/2021 05:00",0,8.2,80
"559","24/01/2021 06:00",0,8.1,80
"560","24/01/2021 07:00",0,7.6,82
"561","24/01/2021 08:00",0,7.7,79
"562","24/01/2021 09:00",0,8.1,79
"563","24/01/2021 10:00",0,8,82
"564","24/01/2021 11:00",0,8.9,80
"565","24/01/2021 12:00",0,8.5,82
"566","24/01/2021 13:00",0,9.1,76
"567","24/01/2021 14:00",1.5,8.1,80
"568","24/01/2021 15:00",0.9,7.4,80
"569","24/01/2021 16:00",0.4,7.4,81
"570","24/01/2021 17:00",0,7.5,73
"571","24/01/2021 18:00",0,7.5,72
"572","24/01/2021 19:00",0,7.6,69
"573","24/01/2021 20:00",0,7.2,68
"574","24/01/2021 21:00",0,7.3,65
"575","24/01/2021 22:00",0,6.8,70
"576","24/01/2021 23:00",0,5.9,71
"577","25/01/2021 00:00",0,5.9,68
"578","25/01/2021 01:00",0,5.2,71
"579","25/01/2021 02:00",0,5.1,69
"580","25/01/2021 03:00",0,5.5,67
"581","25/01/2021 04:00",0,5.5,67
"582","25/01/2021 05:00",0,5.4,59
"583","25/01/2021 06:00",0,5.8,63
"584","25/01/2021 07:00",0,5.8,61
"585","25/01/2021 08:00",0,5.7,62
"586","25/01/2021 09:00",0,5.9,61
"587","25/01/2021 10:00",0,6.9,61
"588","25/01/2021 11:00",0,7.6,62
"589","25/01/2021 12:00",0,7.7,59
"590","25/01/2021 13:00",0,8.3,58
"591","25/01/2021 14:00",0,8.9,56
"592","25/01/2021 15:00",0,8.5,50
"593","25/01/2021 16:00",0,8.2,52
"594","25/01/2021 17:00",0,7.7,54
"595","25/01/2021 18:00",0,6.9,57
"596","25/01/2021 19:00",0,6.8,56
"597","25/01/2021 20:00",0,6,60
"598","25/01/2021 21:00",0,5.8,56
"599","25/01/2021 22:00",0,6.2,55
"600","25/01/2021 23:00",0,5.8,52
"601","26/01/2021 00:00",0,5.5,52
"602","26/01/2021 01:00",0,5.6,48
"603","26/01/2021 02:00",0,5.6,49
"604","26/01/2021 03:00",0,5.5,57
"605","26/01/2021 04:00",0,5,54
"606","26/01/2021 05:00",0,4.7,55
"607","26/01/2021 06:00",0,4.5,57
"608","26/01/2021 07:00",0,4.3,57
"609","26/01/2021 08:00",0,4.1,60
"610","26/01/2021 09:00",0,5.4,58
"611","26/01/2021 10:00",0,6.8,51
"612","26/01/2021 11:00",0,7.4,56
"613","26/01/2021 12:00",0,7.1,58
"614","26/01/2021 13:00",0,7.5,54
"615","26/01/2021 14:00",0,8,51
"616","26/01/2021 15:00",0,7.9,52
"617","26/01/2021 16:00",0,7.9,53
"618","26/01/2021 17:00",0,7.6,53
"619","26/01/2021 18:00",0,7.1,54
"620","26/01/2021 19:00",0,5.9,61
"621","26/01/2021 20:00",0,5.4,67
"622","26/01/2021 21:00",0,5,67
"623","26/01/2021 22:00",0,4.6,69
"624","26/01/2021 23:00",0,4.2,72
"625","27/01/2021 00:00",0,4.1,76
"626","27/01/2021 01:00",0,4,75
"627","27/01/2021 02:00",0,4.3,73
"628","27/01/2021 03:00",0,3.3,69
"629","27/01/2021 04:00",0,3.3,68
"630","27/01/2021 05:00",0,3.2,67
"631","27/01/2021 06:00",0,3.3,61
"632","27/01/2021 07:00",0,3.1,65
"633","27/01/2021 08:00",0,3,63
"634","27/01/2021 09:00",0,4.3,52
"635","27/01/2021 10:00",0,6.7,63
