datetime,dma_A,dma_B,dma_C,dma_D,dma_E,dma_F,dma_G,dma_H,dma_I,dma_J
02/01/2021 11:00,7.605,10.99,5.7675,48.99742471,103.48,3.71E-16,31.2375,24.5775,22.59352953,27.68
02/01/2021 12:00,7.0475,10.7975,5.85,44.575,101.1525,1.08E-16,31.2725,25.1625,22.59352953,26.5625
02/01/2021 13:00,6.74,10.5275,5.25,44.165,97.185,1.05E-16,28.965,23.4025,22.59352953,25.9
02/01/2021 14:00,6.4,10.105,4.78,42.455,89.355,-1.58E-16,25.3175,20.635,22.59352953,23.3325
02/01/2021 15:00,5.8125,9.6725,4.5225,40.145,83.8125,-1.60E-16,23.9025,19.65,22.59352953,23.8925
02/01/2021 16:00,5.0825,9.83,4.4925,41.2875,83.0075,-1.62E-16,22.955,18.9525,22.59352953,23.6475
02/01/2021 17:00,4.97,9.3525,4.58,36.73,82.105,-1.64E-16,24.8475,19.375,22.59352953,23.29169207
02/01/2021 18:00,4.51,9.3675,4.4325,38.79,83.91,-1.66E-16,23.11,19.6275,22.59352953,23.0125
02/01/2021 19:00,5.88,9.9675,4.6275,37.0875,86.1475,-1.69E-16,24.765,19.975,22.59352953,23.1325
02/01/2021 20:00,6.19,9.875,4.77,38.54,86.615,-1.71E-16,25.0875,20.4375,22.59352953,23.13
02/01/2021 21:00,5.535,9.1075,4.2275,33.1,80.58,8.78E-17,22.4225,18.8,22.59352953,22.715
02/01/2021 22:00,5.01,9.1175,3.84,35.535,72.935,8.53E-17,20.26,15.5,22.59352953,22.1775
02/01/2021 23:00,4.505,8.725,3.895,34.1775,69.5075,3.44E-16,18.675,15.0175,22.59352953,21.3075
03/01/2021 00:00,4.145,8.155,3.3125,31.625,63.9225,1.13E-16,16.605,12.86,22.59352953,20.6025
03/01/2021 01:00,3.7525,7.93,2.9125,28.6725,57.7125,1.21E-16,13.8325,12.58,22.59352953,19.1725
03/01/2021 02:00,3.6875,7.7525,2.8,23.0075,55.47,1.18E-16,12.7975,11.235,22.59352953,19.7875
03/01/2021 03:00,3.57,7.635,2.68,23.4575,53.8275,-1.24E-16,12.3425,10.9475,22.59352953,18.6975
03/01/2021 04:00,3.5925,7.595,2.5775,22.14,53.9725,-1.28E-16,12.165,10.7075,22.59352953,19.1175
03/01/2021 05:00,3.705,7.7875,2.6825,28.6575,55.76,8.612788876,12.2625,11.0675,22.59352953,19.275
03/01/2021 06:00,4.2625,7.7725,2.94,30.0525,58.0675,8.187548498,13.655,11.4975,22.59352953,20.5625
03/01/2021 07:00,5.895,8.5925,3.5975,35.9125,66.4475,8.187548498,16.4775,13.725,22.59352953,21.4775
03/01/2021 08:00,5.49,10.0275,4.59,41.01,82.3525,8.187548498,22.6575,18.3625,22.59352953,23.97
03/01/2021 09:00,7.555,11.5375,5.7525,51.4275,102.3025,8.187548498,30.36,23.86,22.59352953,27.055
03/01/2021 10:00,8.1375,11.7775,6.325,47.45,109.06,8.187548498,34.995,26.615,22.59352953,26.905
03/01/2021 11:00,7.7925,11.45,6.3575,48.415,106.1725,8.187548498,33.1325,25.215,22.59352953,26.915
03/01/2021 12:00,6.8775,11.755,6.0825,48.705,103.925,8.187548498,30.955,24.7325,22.59352953,27.24
03/01/2021 13:00,7.4275,11.14,5.375,49.68,98.9,8.187548498,28.52,23.5575,22.59352953,25.905
03/01/2021 14:00,7.09,9.9425,5.3675,44.3825,91.47,8.187548498,26.1925,21.3,22.59352953,24.63
03/01/2021 15:00,6.51,9.8375,4.7275,40.7025,85.015,8.187548498,24.7575,20.1125,22.59352953,22.57
03/01/2021 16:00,5.91,9.5175,4.605,38.91,82.99,8.187548498,23.45,19.58,22.59352953,23.0675
03/01/2021 17:00,6.68,9.77,5.0425,38.7725,84.27,8.187548498,23.765,19.34,22.59352953,23.825
03/01/2021 18:00,6.8,9.9675,4.975,39.23,86.6875,8.187548498,24.1225,20.15,22.59352953,23.0425
03/01/2021 19:00,7.265,10.1525,4.7025,36.6025,88.7075,8.187548498,25.0725,19.2975,22.59352953,23.745
03/01/2021 20:00,7.33,10.155,4.905,42.1025,89.56,8.187548498,26.0525,19.785,22.59352953,24.42
03/01/2021 21:00,6.4925,9.305,4.5275,38.915,81.3025,8.187548498,23.255,17.4725,22.59352953,22.05
03/01/2021 22:00,6.0375,9.285,3.7775,35.0375,74.5075,8.187548498,20.0375,17.06,22.59352953,22.25
03/01/2021 23:00,4.715,8.515,3.45,32.9875,69.7425,8.187548498,18.9675,14.6225,22.59352953,20.7175
04/01/2021 00:00,3.955,7.9925,3.3925,27.1175,62.7125,8.187548498,15.9775,13.575,22.59352953,20.1125
04/01/2021 01:00,2.9225,7.7725,3.0175,23.835,57.6225,8.187548498,13.32,11.3125,22.59352953,19.5775
04/01/2021 02:00,3.175,7.7025,2.82,24.4175,55.0375,8.187548498,11.92,10.31,22.59352953,18.36
04/01/2021 03:00,3.6325,7.6725,2.725,25.8175,53.9825,8.187548498,11.9425,10.6725,22.59352953,18.6875
04/01/2021 04:00,3.17,7.66,2.7875,28.54,54.5375,8.187548498,11.9925,10.66,22.59352953,19.725
04/01/2021 05:00,4.0375,7.8875,2.9575,29.8675,56.6375,8.187548498,12.89,11.4275,22.59352953,20.045
04/01/2021 06:00,5.3025,8.77,3.595,34.3575,65.9625,8.187548498,16.11,14.06,22.59352953,22.595
04/01/2021 07:00,7.455,9.565,4.605,38.1925,83.2025,8.187548498,22.0075,19.865,22.59352953,25.165
04/01/2021 08:00,10.2,10.2125,4.9225,42.3475,96.01,8.187548498,28.0025,23.78,22.59352953,27.395
04/01/2021 09:00,10.44,10.115,4.915,42.8625,97.6675,8.187548498,29.3,25.315,22.59352953,28.5625
04/01/2021 10:00,11.2325,10.345,5.1725,39.645,94.78,8.187548498,26.4675,25.0175,22.59352953,28.0075
04/01/2021 11:00,10.0325,9.8675,4.6275,37.105,92.0175,8.187548498,24.685,24.125,22.59352953,28.05
04/01/2021 12:00,8.53,9.8525,4.87,42.385,89.4775,8.187548498,24.155,23.3475,22.59352953,29.1325
04/01/2021 13:00,8.8575,9.935,4.5975,43.75,91.2075,8.187548498,25.8775,24.0175,22.59352953,24.6225
04/01/2021 14:00,8.455,9.5775,4.855,38.77,87.6675,8.187548498,24.91,21.4225,22.59352953,27.7325
04/01/2021 15:00,8.125,9.4875,4.1925,36.0975,83.48,8.187548498,22.675,19.3175,22.59352953,25.29
04/01/2021 16:00,6.135,9.225,4.2,34.8125,80.79,8.187548498,21.035,18.7275,22.59352953,26.1725
04/01/2021 17:00,6.675,9.415,4.4175,35.015,80.6375,8.187548498,22.16,19.865,22.59352953,25.4875
04/01/2021 18:00,5.8,9.3875,4.61,38.79,83.89,8.187548498,22.695,20.7125,22.59352953,24.805
04/01/2021 19:00,7.5025,9.995,4.8275,43.34,89.085,8.187548498,25.1925,20.93,22.59352953,26.8725
04/01/2021 20:00,7.43,9.93,4.695,43.88,90.585,8.187548498,26.255,20.45,22.59352953,24.855
04/01/2021 21:00,6.6325,9.345,4.5625,38.5475,82.44,8.187548498,22.6825,17.74,22.59352953,25.645
04/01/2021 22:00,5.9775,8.7675,3.8825,37.5525,74.4225,8.187548498,19.0125,16.5425,22.59352953,22.1925
04/01/2021 23:00,5.17,8.4975,3.6125,29.3275,69.495,8.187548498,17.6925,14.26,22.59352953,21.64
05/01/2021 00:00,4.575,8.065,3.25,27.1975,62.75,8.187548498,15.81,13.7025,22.59352953,20.755
05/01/2021 01:00,4.4425,7.7325,2.8,26.3175,57.29,8.187548498,13.2425,11.6725,22.59352953,19.1275
05/01/2021 02:00,10.435,7.74,2.63,27.9425,55.29,8.187548498,12.2525,10.2775,22.59352953,18.985
05/01/2021 03:00,4.97,7.92,2.6625,29.29,54.2,8.187548498,12.255,10.5125,22.59352953,19
05/01/2021 04:00,4.22,7.825,2.635,30.6375,54.05,8.187548498,12.31,10.66,22.59352953,19.9825
05/01/2021 05:00,4.785,8.025,2.835,29.4225,56.0525,8.187548498,12.825,10.925,22.59352953,20.7325
05/01/2021 06:00,5.6675,8.535,3.3375,33.4225,64.6225,8.187548498,15.2875,13.01,22.59352953,21.845
05/01/2021 07:00,6.5325,9.7575,4.2525,35.605,80.205,8.187548498,21.1475,18.1125,22.59352953,24.5
05/01/2021 08:00,9.285,10.3,4.89,37.995,92.565,8.187548498,24.835,23.535,22.59352953,27.9725
05/01/2021 09:00,8.855,10.31,5.05,44.2725,96.9575,8.187548498,27.515,23.6675,22.59352953,28.7025
05/01/2021 10:00,8.544659323,10.73,4.8775,46.4725,96.265,8.187548498,28.1275,25.4525,22.59352953,29.2525
05/01/2021 11:00,8.1825,10.7475,4.9775,47.4975,93.225,8.187548498,26.265,23.8525,22.59352953,30.015
05/01/2021 12:00,8.1275,10.295,5.0225,42.7975,92.23,8.187548498,25.225,24.395,22.59352953,27.9025
05/01/2021 13:00,8.2725,9.73,4.73,44.4075,91.285,8.187548498,25.9175,23.1175,22.59352953,25.995
05/01/2021 14:00,8.9025,9.6125,4.43,39.5125,86.2225,8.187548498,25.3425,21.4425,22.59352953,28.5525
05/01/2021 15:00,8.72,9.7175,4.4075,35.165,81.8225,8.187548498,22.37,20.2325,22.59352953,25.6675
05/01/2021 16:00,7.9775,9.17,4.315,34.82,81.5225,8.187548498,21.8575,20.53,22.59352953,25.5275
05/01/2021 17:00,7.165,9.6275,4.51,40.7875,80.8225,8.187548498,22.58,20.705,22.59352953,24.495
05/01/2021 18:00,6.6275,9.67,4.6275,41.3525,84.6975,8.187548498,22.56,20.5775,22.59352953,24.6325
05/01/2021 19:00,7.3625,10.085,4.6575,42.2575,88.7025,8.187548498,23.6925,20.2425,22.59352953,25.265
05/01/2021 20:00,6.9025,9.7825,4.6375,45.03,88.76,8.187548498,26.4075,20.075,22.59352953,24.4275
05/01/2021 21:00,5.8525,9.2075,4.245,37.09,81.815,8.187548498,23.4475,17.98,22.59352953,25.645
05/01/2021 22:00,4.765,8.9625,3.5825,29.125,73.68,8.187548498,19.085,15.8575,22.59352953,21.285
05/01/2021 23:00,3.91,8.3825,3.72,29.35,70.32,8.187548498,18.35,15.295,22.59352953,20.935
06/01/2021 00:00,3.52,8.1575,3.0875,30.735,63.8725,8.187548498,15.5475,12.9125,22.59352953,20.2825
06/01/2021 01:00,2.7575,7.8025,2.8275,29.0525,57.43,8.187548498,12.5075,11.3425,22.59352953,18.705
06/01/2021 02:00,3.8775,7.745,2.67,29.4325,55.325,8.187548498,11.1075,10.505,22.59352953,21.3925
06/01/2021 03:00,4.78,7.7375,2.6025,29.51,54.31,8.187548498,10.115,10.66,22.59352953,19.7925
06/01/2021 04:00,4.635,7.7725,2.65,27.5925,54.22,8.187548498,10.10559748,10.4025,22.59352953,18.4125
06/01/2021 05:00,4.385,7.7425,2.8675,24.35,55.1175,8.187548498,10.28,10.705,22.59352953,18.255
06/01/2021 06:00,4.8925,7.9325,2.9275,25.4475,58.2875,8.187548498,13.52,11.9575,22.59352953,20.835
06/01/2021 07:00,6.08,8.8,3.44,31.8975,67.625,8.187548498,16.2975,13.7,22.59352953,21.8675
06/01/2021 08:00,8.5475,9.8325,4.605,40.32,85.115,8.187548498,22.2025,19.065,22.59352953,23.6075
06/01/2021 09:00,8.48,11.0425,5.5725,49.4175,102.325,8.187548498,28.7575,24.425,22.59352953,25.2475
06/01/2021 10:00,7.9475,11.39,6.0525,49.61,106.99,8.187548498,30.6375,25.905,22.59352953,24.94
06/01/2021 11:00,8.0625,11.135,5.91,51.28,103.47,8.187548498,31.2875,24.46,22.59352953,24.5375
06/01/2021 12:00,6.725,10.56,5.545,47.1575,99.705,8.187548498,30.34,24.325,22.59352953,25.1975
06/01/2021 13:00,6.7775,10.435,5.4525,41.005,97.415,8.187548498,27.875,22.5125,22.59352953,25.76
06/01/2021 14:00,6.135,9.8975,4.9325,40.625,91.11,8.187548498,25.0625,21.335,22.59352953,23.1425
06/01/2021 15:00,6.05,9.5725,4.57,40.0675,85.365,8.187548498,22.3725,19.8675,22.59352953,23.1925
06/01/2021 16:00,5.91,9.2025,4.465,39.4075,82.7675,8.187548498,22.69,20.2275,22.59352953,22.52
06/01/2021 17:00,5.715,9.6075,4.805,40.645,85.4475,8.187548498,24.5925,20.5,22.59352953,23.9775
06/01/2021 18:00,6.2325,9.7525,4.815,40.96403037,89.0425,8.187548498,26.4275,21.9825,22.59352953,23.66
06/01/2021 19:00,6.7675,10.29,4.7775,40.7675,89.7575,8.187548498,26.375,21.8025,22.59352953,24.5225
06/01/2021 20:00,6.6025,10.2225,4.8225,41.2925,92.615,8.187548498,26.4825,21.3275,22.59352953,23.5575
06/01/2021 21:00,5.5,9.5025,4.4425,36.92,82.5625,8.187548498,24.4225,18.6325,22.59352953,22.6975
06/01/2021 22:00,4.6375,8.79,3.8925,32.43,74.5875,8.187548498,20.045,17.7875,22.59352953,20.82
06/01/2021 23:00,4.1275,8.855,3.56,31.8025,69.6625,8.187548498,19.6825,15.69,22.59352953,22.3475
07/01/2021 00:00,4.1625,8.17,3.145,31.38,62.47,8.187548498,15.5725,13.21,22.59352953,20.6575
07/01/2021 01:00,4.0075,7.8175,2.76,29.6175,56.74,8.187548498,13.01,11.16,22.59352953,19.8525
07/01/2021 02:00,4.5775,7.6575,2.69,29.3225,55.6825,8.187548498,12.065,11.0025,22.59352953,20.085
07/01/2021 03:00,4.115,7.8575,2.6625,28.6575,54.205,8.187548498,12.0975,10.2725,22.59352953,20.4275
07/01/2021 04:00,3.945,7.87,2.7725,28.06,55.0175,8.187548498,11.6525,10.7375,22.59352953,20.3025
07/01/2021 05:00,3.1175,8.25,3.065,29.0675,57.045,8.187548498,12.8925,11.7275,22.59352953,21.0425
07/01/2021 06:00,4.655,9.3125,3.975,35.575,70.3925,8.187548498,18.0325,15.405,22.59352953,24.285
07/01/2021 07:00,7.4675,10.565,4.8275,40.095,93.6375,8.187548498,25.9375,22.885,22.59352953,28.25
07/01/2021 08:00,8.43,10.6275,4.9725,41.4075,97.8525,8.187548498,27.4425,24.7675,22.59352953,30.1375
07/01/2021 09:00,8.465,10.5375,4.8925,44.0225,96.785,8.187548498,26.6758788,26.23,22.59352953,29.8975
07/01/2021 10:00,7.575,9.985,4.5525,41.2975,91.0175,8.187548498,25.0375,25.465,22.59352953,29.185
07/01/2021 11:00,7.765,9.4125,4.7425,38.04,88.025,8.187548498,23.0175,23.9575,22.59352953,30.6575
07/01/2021 12:00,8.715,9.26,4.4225,42.14,86.5875,8.187548498,24.49,24.36,22.59352953,30.5425
07/01/2021 13:00,9.045,9.24,4.425,42.6575,87.9225,8.187548498,24.38,24.7125,22.59352953,30.53
07/01/2021 14:00,9.6875,9.385,4.4675,39.895,84.96,8.187548498,23.665,22.5025,22.59352953,30.18
07/01/2021 15:00,9.465,9.4325,4.2325,36.01,81.8475,8.187548498,21.8425,20.7925,22.59352953,26.79
07/01/2021 16:00,7.6925,9.765,3.8675,36.1175,78.075,8.187548498,20.7175,20.5875,22.59352953,27.515
07/01/2021 17:00,7.34,9.29,4.32,36.5175,80.2575,8.187548498,19.9425,20.7075,22.59352953,28.0025
07/01/2021 18:00,6.09,9.555,4.6,39.5025,85.17,8.187548498,22.8525,21.1025,22.59352953,25.92
07/01/2021 19:00,6.1,10.275,4.5325,41.545,88.685,8.187548498,25.1825,22.195,22.59352953,26.7025
07/01/2021 20:00,6.4625,9.79,5.1225,44.1575,92.5025,8.187548498,26.6875,21.74,22.59352953,26.995
07/01/2021 21:00,5.6875,9.6775,4.5925,39.675,83.675,8.187548498,22.83,19.6525,22.59352953,25.9075
07/01/2021 22:00,4.1325,8.66,3.7175,35.7225,74.7175,8.187548498,21.15,17.245,22.59352953,24.5425
07/01/2021 23:00,3.5175,8.4225,3.4675,30.025,69.49,8.187548498,17.705,14.3775,22.59352953,21.6075
08/01/2021 00:00,3.155,8.0675,3.2625,28.0175,62.175,8.187548498,15.24,12.8825,22.59352953,20.9725
08/01/2021 01:00,3.8525,7.7625,2.7375,25.6075,56.33,8.187548498,12.26,11.0375,22.59352953,21.72
08/01/2021 02:00,4.065,7.6125,2.64,26.955,54.7525,8.187548498,9.97,10.54,22.59352953,20.57
08/01/2021 03:00,4.5525,7.6075,2.5575,29.39,54.2075,8.187548498,8.5325,10.5325,22.59352953,21.54
08/01/2021 04:00,4.295,7.6725,2.595,29.275,54.81,8.187548498,11.11724113,10.805,22.59352953,22.045
08/01/2021 05:00,4.285,7.8925,2.915,30.59,56.465,8.187548498,10.9575,11.55,22.59352953,22.36
08/01/2021 06:00,5.1525,8.83,3.795,34.04,69.2075,8.187548498,17.7825,15.09,22.59352953,25.1625
08/01/2021 07:00,7.5525,10.0375,4.95,40.1125,94.535,8.187548498,25.715,22.5075,22.59352953,28.2925
08/01/2021 08:00,8.9325,10.45,4.93,44.29,98.8275,8.187548498,28.09,26.0275,22.59352953,31.575
08/01/2021 09:00,9.895,10.0275,5.0425,45.3325,96.51,8.187548498,28.31,25.7375,22.59352953,31.58
08/01/2021 10:00,8.46,9.79,4.6725,40.9475,91.57,8.187548498,25.2725,25.885,22.59352953,32.8675
08/01/2021 11:00,7.6275,9.49,4.4875,43.5625,89.985,8.187548498,24.565,24.33,22.59352953,30.8025
08/01/2021 12:00,7.9425,9.6775,4.655,41.05,87.9775,8.187548498,24.1325,24.7575,22.59352953,29.11
08/01/2021 13:00,8.6075,9.6375,4.585,41.885,88.185,8.187548498,25.7275,24.2475,22.59352953,30.6075
08/01/2021 14:00,8.2925,9.585,4.5875,39.2475,88.0075,8.187548498,24.12,24.48,22.59352953,30.855
08/01/2021 15:00,8.0475,9.515,4.3275,36.62,84.16,8.187548498,20.57,20.905,22.59352953,29.88
08/01/2021 16:00,6.6025,9.2675,4.025,34.5525,81.075,8.187548498,21.745,21.3525,22.59352953,29.325
08/01/2021 17:00,7.64,9.1875,4.3,39.765,80.355,8.187548498,21.905,21.1275,22.59352953,28.145
08/01/2021 18:00,6.515,9.62,4.6225,42.655,84.2325,8.187548498,23.9725,21.7625,22.59352953,28.2425
08/01/2021 19:00,7.5,9.9225,4.6025,42.6225,88.1425,8.187548498,24.63,21.9875,22.59352953,27.59
08/01/2021 20:00,7.3325,9.965,4.725,44.3,90.08,8.187548498,26.0075,20.415,22.59352953,25.465
08/01/2021 21:00,6.305,9.445,4.44,37.98,82.3375,8.187548498,22.91,18.245,22.59352953,24.6775
08/01/2021 22:00,5.29,9.1825,3.8,31.9625,74.825,8.187548498,19.205,17.0475,22.59352953,24.355
08/01/2021 23:00,4.4875,8.335,3.445,28.91,70.0075,8.187548498,18.32,16.015,22.59352953,21.915
09/01/2021 00:00,3.75,8.0625,3.1775,29.9375,62.965,8.187548498,15.5925,13.77,22.59352953,21.4225
09/01/2021 01:00,3.55,7.7825,2.83,29.42,57.825,8.187548498,13.6025,11.3975,22.59352953,20.3975
09/01/2021 02:00,4.18,7.665,2.685,28.6825,55.2925,8.187548498,12.5875,10.2025,22.59352953,21.075
09/01/2021 03:00,3.1725,7.71,2.6475,27.7025,54.56,8.187548498,12.04,10.9525,22.59352953,20.72
09/01/2021 04:00,2.7375,7.645,2.6,29.1125,54.7175,8.187548498,12.155,10.4175,22.59352953,20.4975
09/01/2021 05:00,2.5775,8.265,2.9475,30.1,56.1575,8.187548498,12.7025,11.055,22.59352953,19.215
09/01/2021 06:00,3.3575,8.933461392,3.245,28.4675,61.085,8.187548498,14.7575,13.5325,22.59352953,20.7925
09/01/2021 07:00,6.0725,9.26,3.875,33.3875,73.4525,8.187548498,19.45,17.47,22.59352953,24.41
09/01/2021 08:00,7.755,10.3475,4.8075,44.01,89.4975,8.187548498,26.1625,21.23,22.59352953,25.0275
09/01/2021 09:00,8.645,11.475,5.7425,54.4375,103.9475,8.187548498,31.755,26,22.59352953,29.08
09/01/2021 10:00,9.265,11.4975,5.9075,50.7775,106.22,8.187548498,30.495,25.6925,22.59352953,29.45
09/01/2021 11:00,8.51,11.6375,6.025,48.175,102.895,8.187548498,30.145,24.11,22.59352953,27.785
09/01/2021 12:00,7.8925,10.395,5.6975,46.2925,99.8925,8.187548498,28.39,24.7225,22.59352953,26.5375
09/01/2021 13:00,7.405,10.57,5.325,44.9775,98.085,8.187548498,29.4275,23.875,22.59352953,26.27
09/01/2021 14:00,6.4,10.4075,5.0875,40.56,91.7275,8.187548498,26.1675,23.0575,22.59352953,25.46
09/01/2021 15:00,6.5625,9.8025,4.7275,40.0325,85.9275,8.187548498,25.2375,21.17,22.59352953,23.855
09/01/2021 16:00,5.735,9.9925,4.53,41.7775,84.56,8.187548498,22.845,19.665,22.59352953,24.945
09/01/2021 17:00,5.5525,9.8375,4.385,38.8425,84.225,8.187548498,23.375,20.5275,22.59352953,23.7325
09/01/2021 18:00,5.7025,9.9775,4.925,43.5775,86.1625,8.187548498,24.16,20.985,22.59352953,23.1175
09/01/2021 19:00,6.52,9.62,4.585,42.99,85.725,8.187548498,25.0975,20.2225,22.59352953,24.315
09/01/2021 20:00,6.6975,10.0025,4.6825,39.2525,87.105,8.187548498,25.7475,20.1425,22.59352953,23.9075
09/01/2021 21:00,6.4775,9.45,4.3225,36.55,81.3675,8.187548498,23.0225,18.665,22.59352953,22.49
09/01/2021 22:00,5.2925,9.0175,3.8575,32.805,74.49,8.187548498,20.2075,16.2825,22.59352953,21.49
09/01/2021 23:00,4.78,8.71,3.6325,34.0025,69.2275,8.187548498,18.09,15.1325,22.59352953,21.895
10/01/2021 00:00,4.5275,8.175,3.44,32.685,62.8325,8.187548498,16.4325,13.505,22.59352953,20.3425
10/01/2021 01:00,3.8775,7.9125,3.045,31.2825,58.075,8.187548498,13.0425,11.8175,22.59352953,19.385
10/01/2021 02:00,4.1225,7.7175,2.8575,29.0425,55.42,8.187548498,12.3875,10.755,22.59352953,18.6675
10/01/2021 03:00,4.18,7.72,2.71,28.805,55.3875,8.187548498,12.1925,10.4575,22.59352953,18.3525
10/01/2021 04:00,3.7425,7.695,2.745,23.4025,54.4975,8.187548498,12.3275,10.2275,22.59352953,19.16
10/01/2021 05:00,4,7.7125,2.93,21.8875,55.0825,8.187548498,12.305,11.0525,22.59352953,20.405
10/01/2021 06:00,4.3475,7.9675,3.1325,27.5825,57.9225,8.187548498,13.435,11.6375,22.59352953,19.4075
10/01/2021 07:00,5.7725,8.59,3.39,34.195,66.8475,8.187548498,16,15.0375,22.59352953,21.2325
10/01/2021 08:00,6.26,9.945,4.555,41.73,83.79,8.187548498,22.89,18.7425,22.59352953,23.0025
10/01/2021 09:00,6.7,11.21,5.475,54.0925,100.05,8.187548498,30.0275,24.43,22.59352953,26.4225
10/01/2021 10:00,7.42,10.9375,5.985,52.73,107.8075,8.187548498,32.335,26.595,22.59352953,26.83
10/01/2021 11:00,6.9575,11.12,6.1325,48.7525,104.395,8.187548498,32.395,26.0775,22.59352953,26
10/01/2021 12:00,7.2275,11.785,5.605,45.3325,104.7275,8.187548498,29.74,24.355,22.59352953,25.82
10/01/2021 13:00,7.3125,11.1775,5.44,42.0975,98.0675,8.187548498,29.51,23.595,22.59352953,24.3775
